asset_no,device_type,brand,model,serial,building,floor,department,location,department_code,status,site,contract_no,ip,mac,remote_id,updated_at,updated_by,remark,vendor,install_date,uninstall_date,warranty_end,device_group,cost_center,meter_required,meter_mode,asset_site_code
2197,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N771958,ตึกผู้ป่วยนอกเดิม,1,นภาคลินิก,,คลินิก HIV / ARV,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-07-09 15:23:47,nikorn2527@gmail.com,,,2026-07-07,,,COMPANY,,TRUE,TOTAL,UDH-02168
2198,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N772027,ตึก 69 ปี,1,ธุรการ,เภสัชกรรม,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02169
2199,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N771963,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02170
2146,PRINTER THERMAL,ZEBRA,ZD421,D6J222613680,ตึกผู้ป่วยนอก (OPD),1,OPD ศัลยกรรม,จุดบริการ 17,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02119
1997,PRINTER THERMAL,TSC,TE200,TEA24290018,ตึกห้อง Lab เบอร์ 10,1,ห้อง LAB เบอร์ 10,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01986
2202,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769508,ตึกผู้ป่วยนอก (OPD),6,ธุรการ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02173
2203,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769328,ตึกศัลยกรรม,5,ศัลยกรรมไฟ้ไหม้น้ำร้อนลวก Burn,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02174
2204,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769487,อาคารคลังยา,1,ธุรการ,คลังยา,เวชกรรมฟื้นฟู,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02175
2205,PRINTER THERMAL,TSC,TE200,TEA24330017,หลังโรงพยาบาลอุดรธานี,1,แผนกเวชกรรมฟื้นฟู,,เวชกรรมฟื้นฟู,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02176
2206,PRINTER THERMAL,TSC,TE200,TEA24330012,ตึก 69 ปี,5,หอผู้ป่วยออร์โธปิดิกส์พิเศษ,,ออร์โธปิดิกส์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-26 04:00:35,nikorn2527@gmail.com,,,,,,COMPANY,,FALSE,TOTAL,UDH-02177
2207,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769249,ตึกผู้ป่วยนอก (OPD),6,กลุ่มงานการเงิน,,การเงิน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02178
2208,PRINTER THERMAL,HONEYWELL,PC42E-T,24339W09A7,ตึกเชี่ยวชาญ,6,CVT ICU,,ศัลยกรรมหัวใจและทรวงอก,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02179
2009,PRINTER THERMAL,HONEYWELL,PC42E-T,25058W07F5,ตึกห้อง Lab เบอร์ 10,1,ห้อง LAB เบอร์ 10,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01997
2210,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769271,ตึกศัลยกรรม,3,ศัลยกรรมหญิง,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02181
2211,PRINTER THERMAL,BROTHER,ZD421,D6J222700899,ตึกผู้ป่วยนอกเดิม,2,ศูนย์บริการข้าราชการ รัฐวิสาหกิจและประกันชีวิต,,ศูนย์สิทธิ์เบิกได้,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02182
2090,PRINTER THERMAL,TSC,TE200,TEA24330006,ตึกห้อง Lab เบอร์ 10,1,ห้อง Lab เบอร์ 10,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02064
2213,PRINTER THERMAL,ZEBRA,ZD421,D6J222614720,ตึกคลังพัสดุ (ใหม่),1,ธนาคารเลือด,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02184
2124,PRINTER THERMAL,TSC,TE200,TEA24330005,ตึกห้อง Lab เบอร์ 10,1,ห้อง Lab เบอร์ 10,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-26 00:24:44,nikorn2527@gmail.com,,,2026-05-26,,,COMPANY,,FALSE,TOTAL,UDH-02097
694,PRINTER THERMAL,ZEBRA,ZD421,D6J222700880,ตึกผู้ป่วยนอก (OPD),1,OPD ศัลยกรรม,จุดบริการ 18,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00690
2216,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769268,ตึกผู้ป่วยนอก (OPD),1,ER,จุดคัดกรอง,อุบัติเหตุและฉุกเฉิน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02187
2217,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769583,ตึกผู้ป่วยนอก (OPD),1,ER,จุดคัดกรอง,อุบัติเหตุและฉุกเฉิน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02188
2215,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769450,ตึกผู้ป่วยนอก (OPD),1,OPD ศัลยกรรม,จุดบริการ 18,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02186
2167,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N772050,ตึกห้อง Lab เบอร์ 10,1,ห้อง Lab เบอร์ 10,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02139
2220,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769263,ตึกสงฆ์เก่า,2,แผนกอาชีวะเวชกรรม,,เวชศาสตร์ป้องกันและชุมชน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02191
2221,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N771948,ตึกผู้ป่วยนอก (OPD),6,สำนักงานอำนวยการ,ห้องรองผู้อำนวยการ,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02192
2222,PRINTER INKJET AIO,EPSON,L5290,X8H2029213,ตึกศัลยกรรม,5,ศัลยกรรมไฟ้ไหม้น้ำร้อนลวก Burn,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,เครื่องหน่วยงาน,,,,,DEPT,,TRUE,TOTAL,UDH-02193
2223,PRINTER THERMAL,ZEBRA,ZD421,D6J222700801,ตึกศัลยกรรม,3,ศัลยกรรมหญิง,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02194
2200,PRINTER THERMAL,ZEBRA,ZD421,D6J222613715,ตึกผู้ป่วยนอก (OPD),1,OPD ศัลยกรรม,จุดบริการ 19,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02171
2225,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769262,ตึกผู้ป่วยนอก (OPD),6,งานสารบรรณ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02196
2226,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N772054,ตึกศัลยกรรม,1,ศัลยกรรม 1 Trauma,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02197
2227,PRINTER INKJET A3,BROTHER,HL-T4000DW,E78945J5H865457,ตึกเชี่ยวชาญ,1,แผนก X-ray,,รังสีวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02198
2228,BARCODE SCANNERS,ZEBRA,DS2208,22150010551698,ตึกหลวงตาบัว,2,หอผู้ป่วยอายุรกรรมชาย,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-02199
2229,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769407,ตึกหลวงตาบัว,2,หอผู้ป่วยอายุรกรรมชาย,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02200
2230,PRINTER LASER,BROTHER,HL-L5210DN,E81695J5N769589,ตึกคลังพัสดุ (ใหม่),1,ร้านค้าสวัสดิการ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-02201
2231,PRINTER INKJET,EPSON,M3170,X5TT014767,ตึกศูนย์แพทย์,1,ธุรการศูนย์แพทย์,,,Active,ศูนย์แพทย์โรงพยาบาลศูนย์อุดรธานี,,,,,2026-07-03 16:41:53,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,MECUD-00020
2232,PRINTER INKJET AIO,EPSON,L5290,X8H2029053,ตึกศัลยกรรม,5,ศัลยกรรมไฟ้ไหม้น้ำร้อนลวก Burn,,ศัลยกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,,,,,2026-06-03 01:21:06,nikorn2527@gmail.com,เครื่องหน่วยงาน,,2026-06-01,,,DEPT,,TRUE,TOTAL,UDH-02202
2233,PRINTER THERMAL,HONEYWELL,PC42E-T,25188W02CC,ตึกผู้ป่วยนอกเดิม,1,คลินิกเบาหวาน NCD,จุดบริการ2,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,0C:23:69:FA:4B:9F,,2026-06-10 20:51:14,nikorn2527@gmail.com,,,2026-06-11,,,COMPANY,,FALSE,TOTAL,UDH-02203
2234,PRINTER THERMAL,HONEYWELL,PC42E-T,25136W0432,ตึกห้อง Lab เบอร์ 10,1,ห้อง Lab เบอร์ 10,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-18 09:48:46,nikorn2527@gmail.com,,,2026-06-12,,,COMPANY,,FALSE,TOTAL,UDH-02204
2235,PRINTER THERMAL,HONEYWELL,PC42E-T,24339W08C7,ตึกผู้ป่วยนอก (OPD),1,ER,โซนชมพู,อุบัติเหตุและฉุกเฉิน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-24 11:14:34,nikorn2527@gmail.com,,,2026-06-24,,,COMPANY,,FALSE,TOTAL,UDH-02205
1866,BARCODE SCANNERS,ZEBRA,DS2208,S22149010553958,ตึกห้อง Lab เบอร์ 10,1,ห้อง LAB ส่วนกลาง,,พยาธิวิทยา/ห้องปฏิบัติการ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01855
2237,PRINTER INKJET A3,BROTHER,HL-T4000DW,E78945J5H865481,ตึกผู้ป่วยนอกเดิม,1,ศูนย์เทคโนโยยีการเจริญพันธุ์,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,94:DD:F8:8B:97:EF,,2026-07-02 14:19:59,nikorn2527@gmail.com,,,2026-07-02,,,COMPANY,,TRUE,TOTAL,UDH-02207
2238,PRINTER THERMAL,TSC,TE200,TEA24330013,ตึกผู้ป่วยนอก (OPD),3,OPD สูตินรีเวช,ฝากครรภ์ เบอร์ 3,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-07-03 15:10:22,nikorn2527@gmail.com,,,2026-07-03,,,COMPANY,,FALSE,TOTAL,UDH-02208
2239,PRINTER INKJET,EPSON,M1120,X5J9016491,อาคารจ่ายกลาง,1,งานจ่ายกลาง,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:23:34,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00001
2240,PRINTER INKJET,EPSON,M1120,X5J9015323,อาคารเฉลิมพระเกียรติ 9 ชั้น,1,ห้องจ่ายยาผู้ป่วยใน,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00002
2241,PRINTER INKJET,EPSON,M1120,X5J9015303,อาคารเฉลิมพระเกียรติ 9 ชั้น,1,ห้องจ่ายยาผู้ป่วยใน,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00003
2242,PRINTER INKJET,EPSON,M1120,X5J9015296,อาคารเฉลิมพระเกียรติ 9 ชั้น,3,อายุรกรรมชาย,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00004
2243,PRINTER INKJET,EPSON,M1120,X5J9013595,อาคารเฉลิมพระเกียรติ 9 ชั้น,5,พิเศษรับขวัญ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00005
2244,PRINTER INKJET,EPSON,M1120,X5J9013507,อาคารซ่อมบำรุง และ งานพัสดุ,2,พัสดุ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00006
2245,PRINTER INKJET,EPSON,M1120,X5J9015314,อาคารผลิตยาและคลังยา,1,งานผลิตยา,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00007
2246,PRINTER INKJET,EPSON,M1120,X5J9013653,อาคารผลิตยาและคลังยา,2,จัดซื้อ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00008
2247,PRINTER INKJET,EPSON,M1120,X5J9013518,อาคารผู้ป่วย 58 ปี,1,ห้องคลอด,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00009
2248,PRINTER INKJET,EPSON,M1120,X5J9013525,อาคารผู้ป่วย 58 ปี,1,ห้องคลอด,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00010
2249,PRINTER INKJET,EPSON,M1120,X5J9013573,อาคารผู้ป่วย 58 ปี,3,เด็ก2,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00011
2250,PRINTER INKJET,EPSON,M1120,X5J9013482,อาคารผู้ป่วย 67 ปี,2,หอผู้ป่วยศัลยกรรมกระดูก,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00012
2251,PRINTER INKJET,EPSON,M1120,X5J9013977,อาคารผู้ป่วย 67 ปี,4,หอผู้ป่วยศัลยกรรมหญิง,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00013
2252,PRINTER INKJET,EPSON,M1120,X5J9013933,อาคารผู้ป่วยนอก,1,ห้องตรวจผู้ป่วยนอกชั้น 1 เบอร์ 10,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00014
2253,PRINTER INKJET,EPSON,M1120,X5J9015324,อาคารผู้ป่วยนอก,1,ห้องตรวจผู้ป่วยนอกชั้น 1 เบอร์ 11,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00015
2254,PRINTER INKJET,EPSON,M1120,X5J9015294,อาคารผู้ป่วยนอก,1,หน้าห้องตรวจผู้ป่วยนอก เบอร์ 12,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00016
2255,PRINTER INKJET,EPSON,M1120,X5J9015325,อาคารผู้ป่วยนอก,1,ห้องตรวจผู้ป่วยนอกชั้น 1 เบอร์ 13,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00017
2256,PRINTER INKJET,EPSON,M1120,X5J9013519,อาคารผู้ป่วยนอก,1,ห้องตรวจผู้ป่วยนอกชั้น 1 เบอร์ 14,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00018
2257,PRINTER INKJET,EPSON,M1120,X5J9015321,อาคารผู้ป่วยนอก,1,หน้าห้องตรวจเบอร์ 10,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00019
2258,PRINTER INKJET,EPSON,M1120,X5J9016499,อาคารผู้ป่วยนอก,1,หน้าห้องตรวจเบอร์ 11,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00020
2259,PRINTER INKJET,EPSON,M1120,X5J9015322,อาคารผู้ป่วยนอก,1,หน้าห้องตรวจเบอร์ 14,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00021
2260,PRINTER INKJET,EPSON,M1120,X5J9013954,อาคารผู้ป่วยนอก,1,หน้าห้องตรวจผู้ป่วยนอก เบอร์ 12,,,In Repair,โรงพยาบาลนครพนม,,,,,2026-07-03 15:42:28,nikorn2527@gmail.com,เครื่องส่งซ่อม,,,,,COMPANY,,TRUE,TOTAL,NKP-00022
2261,PRINTER INKJET,EPSON,M1120,X5J9013506,อาคารผู้ป่วยนอก,1,หน้าห้องฉีดยาทำแผล,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00023
2262,PRINTER INKJET,EPSON,M1120,X5J9015246,อาคารผู้ป่วยนอก,1,ห้องบัตร,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00024
2263,PRINTER INKJET,EPSON,M1120,X5J9015312,อาคารผู้ป่วยนอก,1,ห้องบัตรER,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00025
2264,PRINTER INKJET,EPSON,M1120,X5J9015297,อาคารผู้ป่วยนอก,1,ห้องบัตร,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00026
2265,PRINTER INKJET,EPSON,M1120,X5J9016511,อาคารผู้ป่วยนอก,1,ประชาสัมพันธ์,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00027
2266,PRINTER INKJET,EPSON,M1120,X5J9016502,อาคารผู้ป่วยนอก,1,ตรวจสอบสิทธิ์,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00028
2267,PRINTER INKJET,EPSON,M1120,X5J9015302,อาคารผู้ป่วยนอก,1,ER (พยาบาล),,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00029
2268,PRINTER INKJET,EPSON,M1120,X5J9015328,อาคารผู้ป่วยนอก,1,หน้าห้องตรวจเบอร์ 13,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00030
2269,PRINTER INKJET,EPSON,M1120,X5J9013516,อาคารผู้ป่วยนอก,1,ห้องจ่ายยา,,เภสัชกรรม,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00031
2270,PRINTER INKJET,EPSON,M1120,X5J9013621,อาคารผู้ป่วยนอก,1,ห้องตรวจเบอร์ 9,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00032
2271,PRINTER INKJET,EPSON,M1120,X5J9016497,อาคารผู้ป่วยนอก,1,การเงิน,,การเงิน,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00033
2272,PRINTER INKJET,EPSON,M1120,X5J9013485,อาคารผู้ป่วยนอก,1,ห้องตรวจผู้ป่วยนอกชั้น 1 เบอร์ 12,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00034
2273,PRINTER INKJET,EPSON,WF-M5899,XCDH000227,อาคารผู้ป่วยนอก,1,ER (พยาบาล),,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00035
2274,PRINTER INKJET,EPSON,M1120,X5J9015320,อาคารผู้ป่วยนอก,2,ศูนย์ตรวจสุขภาพ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00036
